Od,Aleket_cnt,Commends
168.0,2.0,
169.0,2.0,
170.0,3.0,
171.0,3.0,
172.0,3.0,
173.0,2.0,
174.0,3.0,
175.0,3.0,
176.0,3.0,
177.0,3.0,
178.0,3.0,
179.0,3.0,Include water lines
180.0,2.0,
181.0,3.0,
182.0,3.0,
183.0,3.0,
184.0,3.0,
185.0,3.0,
186.0,3.0,
187.0,3.0,
188.0,3.0,
189.0,3.0,
190.0,3.0,
191.0,3.0,
192.0,3.0,
193.0,3.0,Include water lines
194.0,3.0,
195.0,3.0,
196.0,3.0,
197.0,3.0,
198.0,3.0,
199.0,3.0,
200.0,3.0,
201.0,3.0,
202.0,3.0,
203.0,3.0,
204.0,3.0,
205.0,3.0,
206.0,3.0,
207.0,3.0,
208.0,3.0,
209.0,3.0,
210.0,3.0,
211.0,3.0,
212.0,3.0,
213.0,3.0,
214.0,3.0,
215.0,3.0,
216.0,3.0,
217.0,3.0,
218.0,3.0,
219.0,3.0,
220.0,3.0,
221.0,3.0,
222.0,3.0,
223.0,3.0,
224.0,3.0,
225.0,3.0,
226.0,3.0,
227.0,3.0,Include water lines
228.0,3.0,
229.0,3.0,
230.0,3.0,
231.0,3.0,
232.0,3.0,
233.0,3.0,
234.0,3.0,
235.0,3.0,
236.0,3.0,
237.0,3.0,
238.0,3.0,
239.0,3.0,
240.0,3.0,Include water lines
241.0,3.0,
242.0,3.0,
243.0,3.0,
244.0,2.0,
245.0,2.0,
246.0,2.0,
247.0,3.0,
248.0,3.0,
249.0,3.0,
250.0,3.0,
251.0,3.0,
252.0,3.0,
253.0,3.0,
254.0,3.0,
255.0,3.0,
256.0,3.0,
257.0,3.0,
258.0,3.0,
259.0,3.0,
260.0,2.0,
261.0,2.0,
262.0,2.0,
263.0,2.0,
264.0,2.0,
265.0,2.0,
266.0,2.0,
267.0,2.0,
268.0,2.0,
269.0,2.0,
270.0,2.0,
271.0,2.0,
272.0,2.0,
273.0,3.0,
274.0,3.0,
275.0,2.0,Include water lines
276.0,2.0,
277.0,2.0,
278.0,2.0,
279.0,2.0,
280.0,3.0,
281.0,3.0,
282.0,3.0,
283.0,3.0,
284.0,3.0,
285.0,3.0,
286.0,3.0,
287.0,3.0,
288.0,3.0,
289.0,3.0,Include water lines
290.0,3.0,
291.0,3.0,
292.0,3.0,
293.0,3.0,
294.0,3.0,
295.0,3.0,
296.0,3.0,
297.0,3.0,
298.0,3.0,
299.0,3.0,
300.0,3.0,
301.0,3.0,
302.0,3.0,
303.0,3.0,
304.0,3.0,
305.0,3.0,
306.0,3.0,
307.0,3.0,Include treatment
308.0,3.0,
309.0,3.0,
310.0,3.0,
311.0,3.0,
312.0,3.0,
313.0,3.0,
314.0,3.0,
315.0,3.0,
316.0,3.0,
317.0,3.0,
318.0,3.0,
319.0,3.0,
320.0,3.0,
321.0,3.0,
322.0,3.0,
323.0,3.0,Include water lines
324.0,3.0,
325.0,3.0,
326.0,3.0,
327.0,3.0,
328.0,3.0,
329.0,2.0,
330.0,2.0,
331.0,2.0,
332.0,2.0,
333.0,2.0,
334.0,2.0,
335.0,2.0,
336.0,2.0,
337.0,2.0,
338.0,2.0,
339.0,2.0,
340.0,2.0,
341.0,2.0,
342.0,2.0,
343.0,3.0,
344.0,3.0,
345.0,3.0,
346.0,3.0,
347.0,3.0,Include water lines
348.0,3.0,
349.0,3.0,
350.0,3.0,
351.0,3.0,
352.0,3.0,
353.0,3.0,
354.0,3.0,
355.0,3.0,
356.0,3.0,
357.0,3.0,
358.0,3.0,
359.0,3.0,
360.0,3.0,
361.0,3.0,
362.0,3.0,
363.0,3.0,
364.0,3.0,Include treatment
365.0,3.0,
366.0,3.0,
367.0,3.0,
368.0,3.0,
369.0,3.0,
370.0,3.0,
371.0,3.0,
372.0,3.0,
373.0,3.0,
374.0,3.0,
375.0,3.0,
376.0,3.0,
377.0,3.0,
378.0,3.0,
379.0,3.0,
380.0,3.0,Include water lines
381.0,3.0,
382.0,3.0,
383.0,3.0,
384.0,3.0,
385.0,3.0,
386.0,3.0,
387.0,3.0,
388.0,3.0,Include water lines
389.0,3.0,
390.0,3.0,
391.0,3.0,
392.0,3.0,
393.0,3.0,
394.0,3.0,
395.0,3.0,
396.0,3.0,
397.0,3.0,
398.0,3.0,
399.0,3.0,
400.0,3.0,
401.0,3.0,
402.0,3.0,
403.0,3.0,
404.0,3.0,
405.0,2.0,Include treatment
406.0,2.0,
407.0,2.0,
408.0,2.0,
409.0,3.0,
410.0,3.0,Allot yarbuz all rows
411.0,3.0,
412.0,3.0,
413.0,3.0,
414.0,3.0,
415.0,3.0,
416.0,3.0,
417.0,2.0,
418.0,2.0,
419.0,2.0,
420.0,2.0,
421.0,2.0,
422.0,2.0,Allot yarbuz all rows
423.0,2.0,
424.0,2.0,
425.0,2.0,
426.0,2.0,
427.0,2.0,
428.0,2.0,
429.0,2.0,
430.0,2.0,
431.0,2.0,
432.0,2.0,
433.0,2.0,
434.0,2.0,
435.0,2.0,
436.0,2.0,
437.0,2.0,
438.0,2.0,
439.0,2.0,
440.0,2.0,
441.0,2.0,
442.0,2.0,
443.0,2.0,
444.0,2.0,Allot yarbuz all rows
445.0,2.0,
446.0,2.0,
447.0,2.0,
448.0,2.0,
449.0,2.0,
