Od,Aleket_cnt,Commends
731.0,1.0,
732.0,1.0,
733.0,1.0,
734.0,1.0,
735.0,1.0,
736.0,0.0,
737.0,0.0,
738.0,0.0,
739.0,0.0,
740.0,0.0,
741.0,0.0,
742.0,0.0,
743.0,0.0,Include water lines
744.0,0.0,
745.0,0.0,
746.0,1.0,
747.0,1.0,
748.0,1.0,
749.0,1.0,
750.0,1.0,
751.0,1.0,
752.0,1.0,
753.0,3.0,
754.0,3.0,
755.0,3.0,
756.0,2.0,
757.0,2.0,
758.0,2.0,
759.0,1.0,
760.0,1.0,
761.0,1.0,
762.0,0.0,
763.0,1.0,
764.0,1.0,
765.0,1.0,Include water lines
766.0,0.0,
767.0,0.0,
768.0,0.0,
769.0,1.0,
770.0,1.0,
771.0,1.0,
772.0,0.0,
773.0,1.0,
774.0,1.0,
775.0,1.0,
776.0,1.0,
777.0,0.0,
778.0,0.0,
779.0,0.0,
780.0,1.0,
781.0,1.0,
782.0,0.0,
783.0,0.0,
784.0,1.0,
785.0,1.0,
786.0,1.0,
787.0,0.0,
788.0,1.0,
789.0,1.0,
790.0,1.0,
791.0,1.0,
792.0,1.0,
793.0,1.0,
794.0,1.0,
795.0,1.0,
796.0,1.0,
797.0,1.0,
798.0,1.0,
799.0,1.0,
800.0,1.0,
801.0,1.0,
802.0,1.0,
803.0,2.0,
804.0,2.0,
805.0,1.0,
806.0,1.0,
807.0,1.0,
808.0,1.0,
809.0,1.0,
810.0,1.0,
811.0,1.0,
812.0,1.0,Include water lines
813.0,1.0,
814.0,1.0,
815.0,1.0,
816.0,2.0,
817.0,2.0,
818.0,1.0,
819.0,1.0,
820.0,1.0,
821.0,2.0,
822.0,3.0,
823.0,3.0,
824.0,3.0,
825.0,3.0,
826.0,3.0,
827.0,2.0,
828.0,2.0,
829.0,2.0,
830.0,2.0,
831.0,1.0,Meshubash dura
832.0,1.0,
833.0,1.0,Meshubash dura south side
834.0,1.0,Include water lines
835.0,1.0,
836.0,1.0,
837.0,1.0,
838.0,1.0,
839.0,1.0,
840.0,1.0,
841.0,1.0,
842.0,1.0,
843.0,1.0,
844.0,1.0,
845.0,1.0,
846.0,1.0,
847.0,1.0,
848.0,1.0,
849.0,1.0,
850.0,1.0,
851.0,1.0,
852.0,1.0,
853.0,1.0,
854.0,1.0,
855.0,1.0,
856.0,1.0,
857.0,1.0,
858.0,1.0,
859.0,1.0,
860.0,1.0,
861.0,1.0,
862.0,0.0,
863.0,0.0,
864.0,1.0,
865.0,1.0,
866.0,1.0,
867.0,0.0,
868.0,0.0,
869.0,0.0,
870.0,0.0,
871.0,0.0,
872.0,0.0,
873.0,0.0,
874.0,0.0,
875.0,0.0,
876.0,0.0,
877.0,0.0,
878.0,0.0,
879.0,1.0,
880.0,0.0,
881.0,1.0,Include water lines
882.0,1.0,
883.0,1.0,
884.0,1.0,
885.0,1.0,
886.0,1.0,
887.0,1.0,
888.0,1.0,
889.0,1.0,
890.0,2.0,
891.0,3.0,
892.0,3.0,
893.0,3.0,
894.0,2.0,
895.0,1.0,
896.0,1.0,
897.0,1.0,
898.0,1.0,
899.0,1.0,
900.0,1.0,
901.0,1.0,
902.0,1.0,
903.0,1.0,Include water lines
904.0,1.0,
905.0,0.0,Dry tomatoes south side
906.0,0.0,
907.0,0.0,
908.0,0.0,
909.0,0.0,
910.0,0.0,
911.0,0.0,
912.0,0.0,
913.0,0.0,
914.0,0.0,
915.0,0.0,
916.0,0.0,
917.0,1.0,
918.0,0.0,
919.0,0.0,
920.0,0.0,
921.0,0.0,
922.0,1.0,
923.0,0.0,
924.0,0.0,
925.0,0.0,
926.0,1.0,
927.0,1.0,
928.0,1.0,
929.0,0.0,
930.0,0.0,
931.0,0.0,
932.0,0.0,
933.0,0.0,
934.0,0.0,
935.0,0.0,
936.0,0.0,
937.0,0.0,
938.0,0.0,
939.0,0.0,
940.0,0.0,
941.0,0.0,
942.0,0.0,
943.0,0.0,
944.0,0.0,
945.0,0.0,
946.0,0.0,
947.0,0.0,
948.0,0.0,
949.0,0.0,
950.0,0.0,
951.0,0.0,
952.0,1.0,Include water lines
953.0,0.0,
954.0,0.0,
955.0,0.0,
956.0,0.0,
957.0,0.0,
958.0,0.0,
959.0,1.0,
960.0,1.0,
961.0,2.0,
962.0,3.0,
963.0,3.0,
