image,Pixel_ID,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,ndvi_std,gndvi,green_red_ratio,ndre,green,entropy_5x5,entropy_15x15,homogeneity_5x5,homogeneity_15x15,asm_5x5
1,1,7.0,2.0,32.48946986928313,35.480321367802716,03/05/2011,50,,,,,,836.2222222222221,4.6890535588922,4.632748232945669,0.46818746009627893,0.6925670762720244,0.0994405864197531
1,2,,,32.48946882076219,35.480374537505064,03/05/2011,50,,,,,,827.2222222222221,4.808631898814933,4.647163134096854,0.44825719115958523,0.6907250797874818,0.09818672839506173
1,3,,,32.48946777221882,35.48042770720465,03/05/2011,50,,,,,,821.4444444444443,4.552181989832849,4.619687268556218,0.46599807465362264,0.6896615771242934,0.10069444444444446
1,4,6.0,2.0,32.489466723653024,35.48048087690146,03/05/2011,50,,,,,,817.6666666666665,4.603702905729331,4.566993018805503,0.4771288336804731,0.6885730533881653,0.10011574074074076
1,5,,,32.489465675064785,35.48053404659552,03/05/2011,50,,,,,,818.8888888888887,4.614187454370489,4.5110750394384596,0.4551380015395417,0.6852438713053373,0.09972993827160495
1,6,5.0,2.0,32.48946462645413,35.48058721628682,03/05/2011,50,,,,,,817.5555555555553,4.612800433952295,4.470963682925916,0.4516474675300609,0.6797217434384473,0.09972993827160495
1,7,,,32.48946357782103,35.480640385975356,03/05/2011,50,,,,,,812.8888888888887,4.874672003011648,4.508299059286035,0.4342384253158448,0.6706094582575106,0.09664351851851853
1,8,4.0,2.0,32.4894625291655,35.48069355566113,03/05/2011,50,,,,,,812.4444444444442,5.016965232148267,4.567952660917133,0.4151048765656389,0.6644039466238841,0.09500385802469137
1,9,,,32.489461480487535,35.48074672534414,03/05/2011,50,,,,,,812.6666666666664,4.963426996422248,4.516290314219651,0.4097099547648532,0.6614025371240257,0.09567901234567902
1,10,3.0,2.0,32.48946043178713,35.48079989502439,03/05/2011,50,,,,,,809.5555555555552,4.98918745437049,4.265223362333796,0.41280830088769943,0.6793501523246807,0.09596836419753088
1,11,,,32.48945938306431,35.48085306470188,03/05/2011,50,,,,,,801.1111111111107,4.843218357088171,3.996385151465624,0.42627924792394695,0.6992552846195835,0.09722222222222224
1,12,,,32.48945833431905,35.48090623437661,03/05/2011,50,,,,,,799.1111111111107,4.838426996422248,3.7304727361418877,0.42635712853822766,0.7205153681272158,0.09693287037037039
1,13,2.0,2.0,32.48945728555135,35.48095940404857,03/05/2011,50,,,,,,794.8888888888886,4.989187454370488,3.485179953880614,0.39671487126322086,0.7421402186578838,0.09519675925925927
1,14,1.0,2.0,32.48945623676122,35.48101257371777,03/05/2011,50,,,,,,808.8888888888886,4.54533183859099,3.2431595367577404,0.4233123642392078,0.7617953807056784,0.13126929012345678
1,15,23.0,3.0,32.489465680862196,35.47824651116228,03/05/2011,50,,,,,,853.3333333333329,4.576555427362895,5.142464799504276,0.4596684081952197,0.6153317629869479,0.10040509259259262
1,16,,,32.48946463321795,35.47829968094582,03/05/2011,50,,,,,,848.5555555555551,4.711409676592711,5.069186519034394,0.4424817269782687,0.6268388592621348,0.09924768518518522
1,17,22.0,3.0,32.489463585551256,35.47835285072659,03/05/2011,50,,,,,,845.2222222222217,4.683681031837856,5.010151879078567,0.42354883940798854,0.6376253583097702,0.09992283950617287
1,18,,,32.489462537862146,35.47840602050461,03/05/2011,50,,,,,,839.7777777777773,4.631480683507107,5.023992222337389,0.4219528278825987,0.6349647474212938,0.10011574074074076
1,19,,,32.4894614901506,35.478459190279864,03/05/2011,50,,,,,,833.7777777777773,4.529195572720992,5.017793846739513,0.4160467737796621,0.6292678337908653,0.10098379629629631
1,20,21.0,3.0,32.489460442416615,35.478512360052356,03/05/2011,50,,,,,,828.6666666666661,4.508856774850018,4.986181285532579,0.41261933283627916,0.6259670717097323,0.10088734567901236
1,21,,,32.48945939466021,35.4785655298221,03/05/2011,50,,,,,,836.2222222222217,4.690440579310392,5.015628547495401,0.3946133369432395,0.6232658092335167,0.0986689814814815
1,22,20.0,3.0,32.48945834688136,35.478618699589084,03/05/2011,50,,,,,,851.4444444444439,4.74259179461822,5.0428770374842955,0.40243227823227923,0.6214105941161296,0.09818672839506173
1,23,,,32.48945729908008,35.4786718693533,03/05/2011,50,,,,,,863.4444444444439,4.704959767610626,5.030491773672733,0.40677978057341013,0.6235615686261924,0.0986689814814815
1,24,,,32.489456251256364,35.47872503911476,03/05/2011,50,,,,,,870.8888888888883,4.529467100618963,5.039970059287916,0.41806089793049017,0.6251044329485134,0.10223765432098766
1,25,19.0,3.0,32.48945520341022,35.47877820887346,03/05/2011,50,,,,,,871.9999999999995,4.4526709198831185,5.066911278909471,0.4338228922543251,0.6207111283208318,0.10387731481481484
1,26,,,32.489454155541644,35.4788313786294,03/05/2011,50,,,,,,868.7777777777774,4.420373309337388,5.154465767419699,0.4349302045661672,0.6132611100321385,0.10368441358024694
1,27,,,32.48945310765063,35.47888454838258,03/05/2011,50,,,,,,857.333333333333,4.536275781114422,5.192703368298979,0.46334884280807614,0.6101531540164249,0.10127314814814817
1,28,18.0,3.0,32.48945205973719,35.478937718133004,03/05/2011,50,,,,,,843.7777777777774,4.558631898814932,5.197709544094216,0.48927870492994935,0.6109893081617277,0.10204475308641976
1,29,,,32.48945101180131,35.47899088788067,03/05/2011,50,,,,,,835.8888888888883,4.733269578753903,5.202495254959295,0.469035917457542,0.6104085015301084,0.08140432098765432
1,30,17.0,3.0,32.48944996384301,35.47904405762557,03/05/2011,50,,,,,,995.6666666666662,4.993134850414159,5.168929438241015,0.4251976082924226,0.6064217673669783,0.058449074074074084
