image,Pixel_ID,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,ndvi_std,gndvi,green_red_ratio,ndre,green,entropy_5x5,entropy_15x15,homogeneity_5x5,homogeneity_15x15,asm_5x5
1,1,588.0,1.0,32.637742733382844,35.2517509396243,10/05/2011,52,,,,,,840.2222222222222,3.259672095462277,4.624998873757186,0.6278396754656611,0.6785718844606761,0.14274691358024694
1,2,589.0,1.0,32.63774177759134,35.251804205663014,10/05/2011,52,,,,,,836.111111111111,3.1977828288051007,4.877005028231696,0.6278390076305744,0.6623670712344378,0.1681134259259259
1,3,587.0,1.0,32.63770053105764,35.25159001197311,10/05/2011,52,,,,,,831.333333333333,4.436420650906914,4.231200663035385,0.5388888888888889,0.6935568776670213,0.055073302469135804
1,4,,,32.6376995753355,35.25164327799271,10/05/2011,52,,,,,,832.6666666666664,3.7593351863607944,4.405313879863445,0.6180555555555555,0.681133427068349,0.10050154320987655
1,5,,,32.637698619590786,35.2516965440098,10/05/2011,52,,,,,,835.2222222222218,3.295101781439418,4.662258447587391,0.6569444444444444,0.660379096326572,0.1274112654320988
1,6,,,32.637697663823495,35.25174981002438,10/05/2011,52,,,,,,836.5555555555552,2.811388521905887,4.941933097019148,0.7305555555555556,0.6404062196698196,0.1949266975308642
1,7,,,32.63769670803364,35.251803076036424,10/05/2011,52,,,,,,830.8888888888886,2.501687033403216,5.238343012956827,0.7597222222222222,0.6217902245471066,0.2572337962962963
1,8,,,32.637695752221205,35.251856342045954,10/05/2011,52,,,,,,829.1111111111107,3.130896242095835,5.445469571978549,0.6549145299145299,0.6075659085549915,0.19878472222222224
1,9,,,32.637658328519045,35.251429084461755,10/05/2011,52,,,,,,831.1111111111112,3.1793932643615612,4.416533924472059,0.6527777777777777,0.6638327998836174,0.1732253086419753
1,10,586.0,1.0,32.63765737286626,35.251482350462254,10/05/2011,52,,,,,,826.888888888889,3.696179482412461,4.361285093558738,0.6583333333333332,0.6704106338343352,0.1337770061728395
1,11,,,32.63765641719091,35.25153561646024,10/05/2011,52,,,,,,824.0000000000001,4.43564921864447,4.383541252991552,0.5958333333333333,0.6694253368662949,0.062114197530864196
1,12,,,32.637655461493,35.2515888824557,10/05/2011,52,,,,,,827.4444444444447,4.457519344520703,4.466513775224853,0.5499999999999999,0.661363310585016,0.053433641975308636
1,13,,,32.637654505772495,35.251642148448646,10/05/2011,52,,,,,,834.3333333333336,3.899393189624629,4.6452936365050075,0.6083333333333333,0.6493093181144225,0.08121141975308642
1,14,,,32.63765355002943,35.25169541443907,10/05/2011,52,,,,,,835.8888888888891,3.511232866192928,4.906911396526742,0.6430555555555555,0.6291707509194436,0.10387731481481483
1,15,,,32.6376525942638,35.25174868042697,10/05/2011,52,,,,,,833.5555555555558,3.095848172300509,5.212753029091973,0.6847222222222221,0.6050831249146762,0.1509452160493827
1,16,,,32.637651638475575,35.25180194641236,10/05/2011,52,,,,,,827.5555555555558,2.729567790082671,5.546221576898437,0.7180555555555556,0.5818196842207857,0.21788194444444448
1,17,,,32.63765068266479,35.25185521239522,10/05/2011,52,,,,,,832.666666666667,3.127883329312669,5.785040859127761,0.651068376068376,0.5659765117822279,0.19290123456790123
1,18,,,32.637616125767046,35.25126815709023,10/05/2011,52,,,,,,826.4444444444443,3.610694803119736,5.0320645607434455,0.6041666666666667,0.6002248946575542,0.10484182098765432
1,19,585.0,1.0,32.637615170183636,35.25132142307163,10/05/2011,52,,,,,,828.2222222222222,3.2411477344492123,4.9148449976895074,0.6583333333333333,0.608548710979921,0.15538194444444442
1,20,,,32.637614214577646,35.25137468905051,10/05/2011,52,,,,,,829.3333333333334,3.1278897662105107,4.785841662845752,0.6902777777777778,0.6222694308748895,0.1665702160493827
1,21,,,32.63761325894909,35.25142795502686,10/05/2011,52,,,,,,829.6666666666666,3.317892688004145,4.632839033873606,0.663888888888889,0.6341529969279524,0.14361496913580246
1,22,,,32.63761230329796,35.2514812210007,10/05/2011,52,,,,,,830.6666666666666,3.5663986705847215,4.582668220808487,0.6944444444444444,0.6407308308786701,0.1293402777777778
1,23,,,32.63761134762425,35.25153448697202,10/05/2011,52,,,,,,831.6666666666666,4.0680322839302505,4.613065371996485,0.6569444444444446,0.6383908541076742,0.1029128086419753
1,24,,,32.637610391927986,35.251587752940814,10/05/2011,52,,,,,,838.3333333333334,3.8928179264346587,4.696007430098538,0.6569444444444444,0.6302056751170357,0.134741512345679
1,25,,,32.63760943620913,35.251641018907094,10/05/2011,52,,,,,,838.4444444444445,3.592380374057372,4.869888078815853,0.6833333333333333,0.6191369043213191,0.1279899691358025
1,26,,,32.63760848046772,35.25169428487085,10/05/2011,52,,,,,,829.4444444444445,3.6236414613405294,5.126898585980515,0.6777777777777777,0.6010919331854535,0.10474537037037036
1,27,,,32.637607524703725,35.251747550832086,10/05/2011,52,,,,,,822.5555555555557,3.5058022726174,5.437596473163863,0.6777777777777777,0.5770043071806858,0.11574074074074076
1,28,,,32.637606568917164,35.251800816790805,10/05/2011,52,,,,,,822.0,3.1834843961609365,5.800306378996996,0.6944444444444444,0.5513122934590979,0.16329089506172842
1,29,,,32.637605613108015,35.251854082747,10/05/2011,52,,,,,,833.2222222222223,3.208187370367968,6.063428508366972,0.6638888888888888,0.5338445806028962,0.16801697530864196
1,30,,,32.637604657276306,35.25190734870068,10/05/2011,52,,,,,,838.2222222222223,4.024673447186741,6.248414067366596,0.5756640237522589,0.524818379727355,0.1160300925925926
1,31,583.0,1.0,32.63757392280165,35.251107229858555,10/05/2011,52,,,,,,828.0000000000005,4.672388336400626,5.425898416136591,0.48300653594771237,0.5618664212868015,0.047453703703703706
1,32,,,32.63757296728762,35.25116049582085,10/05/2011,52,,,,,,828.2222222222226,4.298172285144409,5.426318386557068,0.5494281045751634,0.5643801421549447,0.06606867283950618
1,33,584.0,1.0,32.637572011751,35.25121376178061,10/05/2011,52,,,,,,823.4444444444448,3.822679806546482,5.381851439521975,0.586111111111111,0.5686687237359568,0.08391203703703703
1,34,,,32.63757105619181,35.25126702773787,10/05/2011,52,,,,,,825.8888888888893,3.600676290374153,5.283627313033947,0.5722222222222222,0.5656407161585685,0.09442515432098766
1,35,,,32.637570100610034,35.251320293692594,10/05/2011,52,,,,,,827.555555555556,3.510835185371672,5.140944008039286,0.6125,0.5745802960277333,0.11313657407407407
1,36,,,32.63756914500571,35.251373559644804,10/05/2011,52,,,,,,827.7777777777782,3.651474353732684,4.978330460456166,0.5916666666666667,0.5918000017239188,0.09837962962962964
1,37,,,32.63756818937879,35.25142682559449,10/05/2011,52,,,,,,832.666666666667,3.6496436109520127,4.816275029395193,0.5819444444444444,0.6055815683565238,0.09365354938271606
1,38,,,32.637567233729314,35.251480091541666,10/05/2011,52,,,,,,833.3333333333336,3.5823655501369456,4.774407372306969,0.6208333333333333,0.6131446239821183,0.10397376543209876
1,39,,,32.63756627805725,35.251533357486316,10/05/2011,52,,,,,,835.7777777777782,3.823763582497969,4.797646417206523,0.5972222222222222,0.6133908541076742,0.1105324074074074
1,40,,,32.637565322362626,35.25158662342845,10/05/2011,52,,,,,,841.3333333333336,3.699965479538024,4.882653058105394,0.6291666666666667,0.6042204534421589,0.15605709876543206
1,41,,,32.637564366645414,35.251639889368064,10/05/2011,52,,,,,,837.8888888888891,3.6908461910803885,5.053708343362146,0.6555555555555556,0.5931516826464421,0.1417824074074074
1,42,,,32.637563410905656,35.251693155305155,10/05/2011,52,,,,,,827.3333333333336,3.9028935031519034,5.30342507122517,0.6583333333333333,0.5760919331854535,0.1011766975308642
1,43,,,32.6375624551433,35.25174642123973,10/05/2011,52,,,,,,819.666666666667,3.9769749997893236,5.626440422539995,0.65,0.550352612019863,0.08410493827160495
1,44,,,32.637561499358384,35.251799687171776,10/05/2011,52,,,,,,819.2222222222225,4.04963034387151,6.012244270889731,0.6305555555555555,0.5243333707539418,0.08564814814814815
1,45,,,32.63756054355088,35.25185295310131,10/05/2011,52,,,,,,826.666666666667,4.109002900423866,6.29368228061374,0.5763888888888888,0.505241373514835,0.08159722222222221
1,46,,,32.637559587720816,35.25190621902832,10/05/2011,52,,,,,,829.0000000000003,4.5170222961199284,6.494112084157374,0.49808779367602896,0.4947373401269786,0.06105324074074074
1,47,582.0,1.0,32.637531719622885,35.250946302766714,10/05/2011,52,,,,,,839.4444444444447,5.308678739071556,5.692216714295223,0.4090686274509804,0.526533240156934,0.02980324074074074
1,48,,,32.637530764178194,35.250999568709894,10/05/2011,52,,,,,,840.7777777777779,4.929693232435403,5.656076758876736,0.41045751633986927,0.5259497086392094,0.03751929012345678
1,49,,,32.63752980871095,35.25105283465056,10/05/2011,52,,,,,,840.3333333333336,4.845863683562753,5.633124482515916,0.4229575163398693,0.532874824648146,0.04050925925925926
1,50,,,32.63752885322111,35.25110610058871,10/05/2011,52,,,,,,839.2222222222226,4.499672003011648,5.621069821975939,0.46519607843137256,0.5374821848335994,0.0558449074074074
1,51,,,32.637527897708715,35.25115936652433,10/05/2011,52,,,,,,838.2222222222226,4.067502227129426,5.632943777415398,0.5216503267973857,0.5377791569332697,0.07445987654320987
1,52,,,32.63752694217374,35.25121263245743,10/05/2011,52,,,,,,836.3333333333336,3.822841448624714,5.5918470213562275,0.5736111111111111,0.539850989745809,0.07822145061728396
1,53,,,32.6375259866162,35.25126589838801,10/05/2011,52,,,,,,842.0000000000003,3.8707393182235728,5.483096331330718,0.5527777777777778,0.5368229821684206,0.07320601851851852
1,54,,,32.637525031036084,35.25131916431607,10/05/2011,52,,,,,,839.7777777777782,3.81331499254913,5.31070950768819,0.5930555555555556,0.5467477837124622,0.08072916666666667
1,55,,,32.63752407543339,35.251372430241624,10/05/2011,52,,,,,,829.0000000000003,3.770726051143071,5.1178898257477305,0.5694444444444444,0.5640906421180074,0.08198302469135803
1,56,,,32.637523119808115,35.25142569616465,10/05/2011,52,,,,,,827.8888888888891,3.6012698323777768,4.941823872250622,0.5958333333333333,0.5789805831348489,0.09423225308641976
1,57,,,32.63752216416029,35.25147896208515,10/05/2011,52,,,,,,830.2222222222225,3.2758440543213396,4.901205875437284,0.6458333333333333,0.5871594023072415,0.11168981481481483
1,58,,,32.63752120848987,35.251532228003136,10/05/2011,52,,,,,,837.666666666667,3.4203233763078202,4.921480338213288,0.6277777777777778,0.5860509526298417,0.12278163580246913
1,59,,,32.6375202527969,35.251585493918604,10/05/2011,52,,,,,,841.0000000000003,3.238826816754094,5.011946485098294,0.6708333333333333,0.5741711923584151,0.1753472222222222
1,60,,,32.63751929708133,35.25163875983155,10/05/2011,52,,,,,,832.8888888888891,3.395686873162969,5.174814600492283,0.673611111111111,0.5621171998878215,0.1608796296296296
1,61,,,32.63751834134321,35.25169202574198,10/05/2011,52,,,,,,822.0000000000003,3.6738581116024203,5.419838306115944,0.6611111111111111,0.5456732139736309,0.11467978395061729
1,62,,,32.637517385582505,35.25174529164988,10/05/2011,52,,,,,,815.5555555555558,3.8104245310031217,5.751425436133856,0.6472222222222223,0.5178402967489271,0.08825231481481481
1,63,,,32.63751642979923,35.25179855755527,10/05/2011,52,,,,,,816.7777777777779,4.2303302070141315,6.156170964934879,0.5986111111111111,0.4894222810026501,0.06635802469135804
1,64,,,32.63751547399338,35.25185182345813,10/05/2011,52,,,,,,822.4444444444447,4.285304596181265,6.4549957524893085,0.5625000000000001,0.46953939245541076,0.06558641975308643
1,65,,,32.63751451816497,35.25190508935848,10/05/2011,52,,,,,,823.4444444444447,4.6601602885941995,6.6537851275291295,0.5099673202614379,0.4579269846833178,0.047260802469135804
1,66,581.0,1.0,32.637488560855395,35.25083864173879,10/05/2011,52,,,,,,849.5555555555551,4.933407211173585,5.777533975979705,0.4230392156862745,0.5159161536693477,0.04176311728395062
1,67,,,32.63748760545751,35.250891907660346,10/05/2011,52,,,,,,843.4444444444439,5.1462691069390125,5.710157252441095,0.3941176470588235,0.5187982902773262,0.03520447530864198
1,68,,,32.63748665003704,35.25094517357938,10/05/2011,52,,,,,,833.8888888888883,5.405542189780405,5.664032239874762,0.37153092006033184,0.5193830745751147,0.029128086419753084
