image,Pixel_ID,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,ndvi_std,gndvi,green_red_ratio,ndre,green,entropy_5x5,entropy_15x15,homogeneity_5x5,homogeneity_15x15,asm_5x5
1,1,85.0,0.0,32.5475307892249,35.37353385608847,07/04/2010,55,,,,,,921.6666666666666,4.772386892225534,4.904770854401634,0.4986502672853503,0.6453327051693547,0.09751157407407408
1,2,,,32.54748672786711,35.37347946145426,07/04/2010,55,,,,,,1352.3333333333333,4.806710552264942,5.30655443961532,0.45445169746349345,0.6016854668696284,0.0546875
1,3,,,32.547485722899786,35.37353266954728,07/04/2010,55,,,,,,1363.2222222222222,5.3259228351852546,5.289706844318633,0.4125391561742391,0.6033994862584482,0.034722222222222224
1,4,,,32.547484717909974,35.37358587763766,07/04/2010,55,,,,,,1374.7777777777776,5.6822425856304415,5.319713064165278,0.35861297412624377,0.59370006800612,0.025752314814814815
1,5,,,32.54748371289767,35.37363908572538,07/04/2010,55,,,,,,1381.4444444444443,5.773461981386974,5.364676018301051,0.3360181256010533,0.5849979250142717,0.021412037037037042
1,6,86.0,0.0,32.547442666483,35.37342506687312,07/04/2010,55,,,,,,1366.4444444444443,4.767321710895342,5.782241542767492,0.4923093228975582,0.5548843638320635,0.0703125
1,7,,,32.54744166153991,35.37347827494225,07/04/2010,55,,,,,,1341.888888888889,3.987485990428419,5.725543835529634,0.5933006535947711,0.5558897831936203,0.10243055555555555
1,8,,,32.54744065657431,35.37353148300873,07/04/2010,55,,,,,,1338.7777777777776,4.584350886016775,5.698122380182367,0.55,0.558295352411921,0.06925154320987655
1,9,,,32.547439651586224,35.37358469107257,07/04/2010,55,,,,,,1342.4444444444443,5.039393125076038,5.732288266238378,0.4705065359477124,0.5482264760315139,0.05237268518518519
1,10,,,32.547438646575664,35.37363789913376,07/04/2010,55,,,,,,1357.7777777777776,5.277175960125157,5.775530669023765,0.4329688285570638,0.5411253182613405,0.03742283950617284
1,11,83.0,0.0,32.54743764154261,35.3736911071923,07/04/2010,55,,,,,,1384.7777777777776,5.426239759164752,5.882879199215643,0.3890208647561589,0.5359016114764943,0.026909722222222224
1,12,,,32.54743663648706,35.373744315248196,07/04/2010,55,,,,,,1420.0,5.360829954379382,6.023571636424007,0.3695587555881673,0.5294839358626613,0.03125
1,13,82.0,0.0,32.54743563140904,35.37379752330144,07/04/2010,55,,,,,,1433.7777777777776,5.005528451953131,6.183053081544912,0.3757229857110864,0.5190345417693871,0.04407793209876544
1,14,,,32.54739760015367,35.3734238803903,07/04/2010,55,,,,,,1354.7777777777774,4.110493782196247,6.244051625148512,0.5517701072112837,0.5078658853531386,0.11120756172839505
1,15,,,32.54739659521232,35.37347708843289,07/04/2010,55,,,,,,1320.6666666666663,3.0185925334330688,6.183554243016712,0.6708333333333333,0.5129921838355744,0.16261574074074076
1,16,87.0,0.0,32.54739559024846,35.373530296472836,07/04/2010,55,,,,,,1308.9999999999998,3.4920597612527176,6.145275852374783,0.65,0.5166799900866195,0.1349344135802469
1,17,,,32.547394585262126,35.37358350451014,07/04/2010,55,,,,,,1314.5555555555554,4.015578211730073,6.1763080446531795,0.5927287581699346,0.5059736173283509,0.12316743827160495
1,18,,,32.54739358025328,35.37363671254479,07/04/2010,55,,,,,,1335.6666666666663,4.647165646701123,6.198975332179909,0.5246354952237305,0.5011152877239266,0.09076003086419752
1,19,,,32.54739257522196,35.37368992057679,07/04/2010,55,,,,,,1358.222222222222,5.180105893184475,6.27406395864104,0.47235419808949214,0.4981594854483641,0.04996141975308642
1,20,,,32.547391570168145,35.373743128606144,07/04/2010,55,,,,,,1391.8888888888887,5.331616023160489,6.395091798577008,0.44241911594852773,0.4946027420058082,0.03366126543209877
1,21,,,32.54739056509186,35.37379633663285,07/04/2010,55,,,,,,1421.6666666666663,4.966684959145772,6.53747220360856,0.42795833163480224,0.4857543331342089,0.042534722222222224
1,22,,,32.54738955999307,35.37384954465691,07/04/2010,55,,,,,,1444.9999999999998,5.093856587448254,6.663400330671672,0.3974576386341092,0.4719260609556551,0.03800154320987654
1,23,81.0,0.0,32.54738855487179,35.373902752678326,07/04/2010,55,,,,,,1471.333333333333,5.537932036664286,6.874593160025361,0.35040924408571467,0.4544475920660177,0.02787422839506173
1,24,,,32.547387549728036,35.37395596069709,07/04/2010,55,,,,,,1495.5555555555554,5.815709814442066,7.076409546210016,0.29142357289416115,0.4386900680913549,0.02189429012345679
1,25,,,32.54735353874116,35.373369485891416,07/04/2010,55,,,,,,1397.8888888888887,4.78931905708248,6.676884481201464,0.49102519940755235,0.46942106717744625,0.07204861111111112
1,26,,,32.54735253382402,35.37342269391012,07/04/2010,55,,,,,,1330.8888888888887,3.8590686511855727,6.618416715987939,0.6062971342383107,0.4711645555990706,0.11352237654320987
1,27,,,32.547351528884384,35.37347590192618,07/04/2010,55,,,,,,1308.1111111111109,2.895893897641914,6.549209622076486,0.7152777777777778,0.47715292304702367,0.1691743827160494
1,28,,,32.54735052392227,35.37352910993958,07/04/2010,55,,,,,,1299.6666666666663,3.053781404240207,6.506390490202721,0.6791666666666667,0.48108703471678776,0.1508487654320988
1,29,,,32.54734951893765,35.37358231795035,07/04/2010,55,,,,,,1308.5555555555554,3.5318723690560927,6.540435250228887,0.6288398692810457,0.47066946914387814,0.1413966049382716
1,30,88.0,0.0,32.547348513930544,35.37363552595846,07/04/2010,55,,,,,,1325.8888888888887,4.384138526463028,6.55024152607878,0.5329688285570638,0.46637953665957504,0.11024305555555558
1,31,,,32.54734750890096,35.37368873396393,07/04/2010,55,,,,,,1333.5555555555554,5.003432822006454,6.611293212057376,0.47652086475615885,0.4659374985103529,0.062307098765432105
