image,Pixel_ID,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,ndvi_std,gndvi,green_red_ratio,ndre,green,entropy_5x5,entropy_15x15,homogeneity_5x5,homogeneity_15x15,asm_5x5
1,1,254.0,3.0,32.43737124732803,35.50648691516713,03/05/2011,30,,,,,,973.8888888888888,4.5711337672856285,3.9132423038179676,0.4358784722787324,0.7279622393071619,0.10194830246913582
1,2,,,32.437370189257656,35.50654005320745,03/05/2011,30,,,,,,960.7777777777777,4.270253374515532,4.1417242995206,0.4683330787758065,0.7088957418559143,0.10908564814814817
1,3,,,32.43736913116491,35.50659319124498,03/05/2011,30,,,,,,933.8888888888888,3.8216828046730247,4.34521590663498,0.4968350551482653,0.6880544274222589,0.11940586419753088
1,4,,,32.43736807304977,35.50664632927974,03/05/2011,30,,,,,,913.0,4.160800811720583,4.325409023176848,0.47801123156451136,0.6925905503777204,0.11207561728395063
1,5,,,32.43736701491224,35.506699467311705,03/05/2011,30,,,,,,907.3333333333334,4.307294011419662,4.2837147969866525,0.4635506684199351,0.6973398824851529,0.10657793209876545
1,6,154.0,1.0,32.43736595675233,35.506752605340886,03/05/2011,30,,,,,,901.0,4.605720225558868,4.235907177998037,0.4405115989647895,0.6985825977184861,0.1002121913580247
1,7,,,32.43736489857004,35.50680574336728,03/05/2011,30,,,,,,883.6666666666666,4.798147350173773,4.236576168175493,0.4188613084214435,0.699736344714601,0.09780092592592596
1,8,,,32.43736384036535,35.50685888139089,03/05/2011,30,,,,,,875.8888888888888,4.879512496700494,4.314486571010971,0.41792039590938934,0.6919717890440253,0.09760802469135804
1,9,,,32.43736278213827,35.506912019411715,03/05/2011,30,,,,,,884.2222222222222,5.08161831592679,4.436945403790473,0.40608510180323365,0.6799402530054431,0.09461805555555557
1,10,,,32.43736172388881,35.506965157429754,03/05/2011,30,,,,,,889.3333333333334,5.260156551652807,4.5861707879921845,0.39588412704355164,0.6675334135353229,0.09268904320987656
1,11,,,32.437360665616964,35.507018295445,03/05/2011,30,,,,,,891.8888888888888,4.949538107533359,4.7863982151176465,0.4041428170733189,0.6517826623033858,0.09616126543209878
1,12,,,32.43735960732274,35.50707143345747,03/05/2011,30,,,,,,897.7777777777777,4.8502985654816015,5.004248569147784,0.3911038109323062,0.6354599697046224,0.0973186728395062
1,13,,,32.43735854900613,35.50712457146715,03/05/2011,30,,,,,,906.3333333333331,4.819116447456093,5.193445135852324,0.3985531008986142,0.616180366726018,0.09741512345679014
1,14,,,32.437357490667125,35.50717770947404,03/05/2011,30,,,,,,890.6666666666665,5.154950000961543,5.35270974730918,0.36272229389669297,0.6022636704213682,0.07474922839506172
1,15,1.0,1.0,32.437356432305734,35.50723084747815,03/05/2011,30,,,,,,1036.6666666666665,5.519748002648796,5.5133970847586316,0.3164855820397809,0.5925947166573511,0.04938271604938272
1,16,,,32.43732830075475,35.50637939146485,03/05/2011,30,,,,,,1399.8888888888887,6.353613369347627,3.675680971815491,0.24932829397102124,0.7503320621077822,0.015335648148148147
1,17,,,32.437327242730994,35.50643252948436,03/05/2011,30,,,,,,1393.111111111111,5.828211682912761,3.98370355800366,0.30010080105262155,0.726339472678564,0.023919753086419755
1,18,,,32.43732618468484,35.506485667501074,03/05/2011,30,,,,,,1396.0,5.310016626466827,4.262799078835178,0.34560069450095454,0.7046867780824279,0.034722222222222224
1,19,,,32.437325126616294,35.50653880551502,03/05/2011,30,,,,,,1391.0,4.733066137258035,4.5038321115108,0.40583307877580643,0.6837729899907861,0.05015432098765433
1,20,,,32.43732406852536,35.50659194352617,03/05/2011,30,,,,,,1367.5555555555554,4.254806666802798,4.710432288508926,0.4343350551482652,0.6623159120103326,0.061439043209876545
1,21,,,32.43732301041205,35.506645081534536,03/05/2011,30,,,,,,1340.111111111111,4.599240136933039,4.668417780822657,0.4085667871200669,0.669314688308755,0.053433641975308636
