image,Point_ID,Aleket_cnt,lat,long,date,Days_Before_Sample,ndvi,gndvi,green_red_ratio,ndre,entropy,green,homogeneity,asm
1,1.0,1,32.46752461696643,35.49013989062432,03/05/2011,31,,,,,,,,
1,2.0,1,32.46742745230582,35.49012107555358,03/05/2011,31,,,,,,,,
1,3.0,1,32.46734098734985,35.49011590954245,03/05/2011,31,,,,,,,,
1,4.0,1,32.46724850661803,35.4900993430736,03/05/2011,31,,,,,,,,
1,5.0,0,32.467164765197154,35.49008610166511,03/05/2011,31,,,,,,,,
1,6.0,1,32.46706920819289,35.49007409940186,03/05/2011,31,,,,,,,,
1,7.0,1,32.4669653605641,35.490059730882095,03/05/2011,31,,,,,,,,
1,8.0,1,32.466877024647175,35.490044560417054,03/05/2011,31,,,,,,,,
1,9.0,1,32.46678137794359,35.49003234521832,03/05/2011,31,,,,,,,,
1,10.0,1,32.46668528374961,35.490018639478315,03/05/2011,31,,,,,,,,
1,11.0,1,32.46659514194699,35.49000452708375,03/05/2011,31,,,,,,,,
1,12.0,1,32.46650147156495,35.48999561561424,03/05/2011,31,,,,,,,,
1,13.0,1,32.466407440246826,35.489986809392704,03/05/2011,31,,,,,,,,
1,14.0,1,32.46631729119841,35.48997588808673,03/05/2011,31,,,,,,,,
1,15.0,1,32.46623200667412,35.48996710950938,03/05/2011,31,,,,,,,,
1,16.0,0,32.466122130200574,35.48994708474558,03/05/2011,31,,,,,,,,
1,17.0,0,32.466033784607795,35.48993616920677,03/05/2011,31,,,,,,,,
1,18.0,1,32.46594605184732,35.48961508836478,03/05/2011,31,,,,,,,,
1,19.0,1,32.46604954415599,35.489627114998456,03/05/2011,31,,,,,,,,
1,20.0,1,32.46614221495701,35.489639426650804,03/05/2011,31,,,,,,,,
1,21.0,1,32.46623325131155,35.489656732459004,03/05/2011,31,,,,,,,,
1,22.0,1,32.466326550185855,35.4896704289299,03/05/2011,31,,,,,,,,
1,23.0,1,32.46642708387938,35.48967489422926,03/05/2011,31,,,,,,,,
1,24.0,1,32.466517235364144,35.4896847515768,03/05/2011,31,,,,,,,,
1,25.0,1,32.46661504168431,35.489698994174674,03/05/2011,31,,,,,,,,
1,26.0,1,32.46669419059095,35.489709455085084,03/05/2011,31,,,,,,,,
1,27.0,1,32.46678739662724,35.48972432144307,03/05/2011,31,,,,,,,,
1,28.0,1,32.46687619405854,35.489734812822796,03/05/2011,31,,,,,,,,
1,29.0,1,32.46696453242529,35.48974891930747,03/05/2011,31,,,,,,,,
1,30.0,1,32.46705036281626,35.489755572103824,03/05/2011,31,,,,,,,,
1,31.0,1,32.46713321170505,35.489764768360885,03/05/2011,31,,,,,,,,
1,32.0,1,32.4672305625588,35.489781030719634,03/05/2011,31,,,,,,,,
1,33.0,1,32.46731799918319,35.48979513446316,03/05/2011,31,,,,,,,,
1,34.0,1,32.467422040687154,35.489803546680044,03/05/2011,31,,,,,,,,
1,35.0,1,32.46752994468426,35.489818565993524,03/05/2011,31,,,,,,,,
1,36.0,1,32.46760428624711,35.489562875910664,03/05/2011,31,,,,,,,,
1,37.0,0,32.467501060141686,35.48955276461437,03/05/2011,31,,,,,,,,
1,39.0,0,32.46741822786357,35.48953622909549,03/05/2011,31,,,,,,,,
1,40.0,0,32.46732538322922,35.489521044854264,03/05/2011,31,,,,,,,,
1,41.0,0,32.46723279875344,35.48951043532682,03/05/2011,31,,,,,,,,
1,42.0,1,32.46714265087773,35.489498982549,03/05/2011,31,,,,,,,,
1,43.0,0,32.46704410461111,35.48949292813555,03/05/2011,31,,,,,,,,
1,44.0,1,32.46695667998943,35.4894735063384,03/05/2011,31,,,,,,,,
1,45.0,0,32.46686663191239,35.489457799210626,03/05/2011,31,,,,,,,,
1,46.0,0,32.466782331555585,35.48945242795191,03/05/2011,31,,,,,,,,
1,47.0,0,32.46668677977895,35.489438086326565,03/05/2011,31,,,,,,,,
1,48.0,1,32.466598438963565,35.48942504386431,03/05/2011,31,,,,,,,,
1,49.0,0,32.46651018494759,35.489413490854126,03/05/2011,31,,,,,,,,
1,50.0,0,32.466399490327966,35.489396336054654,03/05/2011,31,,,,,,,,
1,51.0,0,32.46630384114242,35.48938518527943,03/05/2011,31,,,,,,,,
1,52.0,0,32.46620701825839,35.48937466903825,03/05/2011,31,,,,,,,,
1,53.0,0,32.46611677512534,35.48936544995258,03/05/2011,31,,,,,,,,
1,54.0,0,32.466024832180835,35.48935026895487,03/05/2011,31,,,,,,,,
1,55.0,3,32.466012221784894,35.4891049458978,03/05/2011,31,,,,,,,,
1,56.0,2,32.46610146918644,35.48911586346014,03/05/2011,31,,,,,,,,
1,57.0,2,32.46618892274368,35.48912252069369,03/05/2011,31,,,,,,,,
1,58.0,1,32.46627537934277,35.489131408526674,03/05/2011,31,,,,,,,,
1,59.0,1,32.46637272548499,35.489149797385664,03/05/2011,31,,,,,,,,
1,60.0,1,32.4664721484929,35.48916691640524,03/05/2011,31,,,,,,,,
1,61.0,1,32.46655562552025,35.489177496822656,03/05/2011,31,,,,,,,,
1,62.0,1,32.466645789074626,35.48918203531792,03/05/2011,31,,,,,,,,
1,63.0,1,32.4667402592857,35.48919616052533,03/05/2011,31,,,,,,,,
1,64.0,2,32.466828889892625,35.489200694224884,03/05/2011,31,,,,,,,,
1,65.0,2,32.4669244301454,35.48922014127628,03/05/2011,31,,,,,,,,
1,66.0,1,32.467023688669926,35.48923023963412,03/05/2011,31,,,,,,,,
1,67.0,1,32.46712356540912,35.4892460838741,03/05/2011,31,,,,,,,,
1,68.0,1,32.46722272220318,35.4892612876701,03/05/2011,31,,,,,,,,
1,69.0,1,32.46731143142142,35.48927092741984,03/05/2011,31,,,,,,,,
1,70.0,1,32.46740428860319,35.489280580248966,03/05/2011,31,,,,,,,,
1,71.0,1,32.467496503980094,35.48929491132254,03/05/2011,31,,,,,,,,
1,72.0,2,32.46759034295221,35.48930903479987,03/05/2011,31,,,,,,,,
1,73.0,0,32.467647834809036,35.489047228059526,03/05/2011,31,,,,,,,,
1,74.0,0,32.46755868841868,35.489031524066874,03/05/2011,31,,,,,,,,
1,75.0,0,32.467465308935665,35.48901357303797,03/05/2011,31,,,,,,,,
1,76.0,0,32.46737425808157,35.489002649728775,03/05/2011,31,,,,,,,,
1,77.0,1,32.46727868269753,35.488998732561576,03/05/2011,31,,,,,,,,
1,78.0,1,32.467193056655354,35.48898144422308,03/05/2011,31,,,,,,,,
1,79.0,0,32.46710561560608,35.488969255909275,03/05/2011,31,,,,,,,,
1,80.0,0,32.46702150807682,35.48895835452684,03/05/2011,31,,,,,,,,
1,81.0,0,32.46692865543017,35.48894668108438,03/05/2011,31,,,,,,,,
1,82.0,1,32.466835805905966,35.48893362488694,03/05/2011,31,,,,,,,,
